Version,CommitId,Fichier,ContientBogue,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,LinesAdded,LinesDeleted,CommitsChanged,BugFixingCommits,CommitsBeforeVersion,DevelopersChanged,DevelopersBeforeVersion,AverageTimeBetweenChanges,AverageDeveloperExpertise,MinimumDeveloperExpertise
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,AccumuloRowIdFactory.java,False,0,0,0,0,0,,,,1.0,0.0,0.0,5,5.0,0.0,5,0.0,0.0,0.0,5,,67,8,19,18.0,0,40,,15,16.0,16.0,0,0,,0,,2.0,11,245,180,11,10,86,5,10,8.932692541840371,87.77523752219336,37.77265773995141
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,AccumuloRowSerializer.java,False,28,3,19,6,4,,,,1.0,0.0,1.0,11,11.0,6.0,11,0.0,0.0,9.0,2,,381,45,247,92.0,152,89,,141,180.0,85.0,120,15,,4,,0.0,36,278,83,8,1,46,3,8,3.2506082674211525,71.5685770159233,4.896292823935166
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,AccumuloSerDe.java,False,8,1,7,0,1,,,,1.0,0.0,1.0,11,11.0,4.0,11,0.0,0.0,2.0,9,,157,26,108,53.0,48,23,,58,75.0,49.0,35,3,,2,,0.0,21,358,394,19,9,12,10,10,9.894627292030528,15.05650074671663,8.0231403205985
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,AccumuloSerDeParameters.java,False,9,1,6,1,2,,,,1.0,2.0,10.0,23,21.0,5.0,23,0.0,0.0,3.0,20,,292,54,185,82.0,93,53,,102,141.0,79.0,81,4,,2,,0.0,29,229,305,5,0,53,3,13,5.61091616067818,97.58101058171665,25.101174669635558
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,AccumuloStorageHandler.java,False,15,1,12,1,3,,,,1.0,0.0,2.0,21,21.0,4.0,21,0.0,0.0,3.0,18,,408,54,305,125.0,154,49,,142,196.0,100.0,121,9,,4,,0.0,16,900,16,43,9,10,3,14,2.6225208229099453,48.00180539567903,31.784927743134677
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,AccumuloTestSetup.java,False,19,2,16,0,2,,,,1.0,0.0,2.0,4,4.0,1.0,4,0.0,0.0,3.0,1,,127,18,89,47.0,52,20,,68,78.0,46.0,38,3,,2,,0.0,22,949,335,9,0,15,3,3,8.075522933988708,97.46159124534041,62.980744946237216
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,AcidCompactionHistoryService.java,False,7,0,7,0,1,,,,2.0,0.0,1.0,6,6.0,2.0,6,0.0,1.0,3.0,2,,82,7,55,28.0,19,20,,26,36.0,23.0,16,3,,1,,0.0,36,345,113,24,2,24,5,11,5.05409499626315,84.06259383599091,74.61317464496398
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,AcidEventListener.java,False,10,1,8,1,2,,,,1.0,0.0,0.0,5,5.0,2.0,5,0.0,1.0,0.0,4,,94,14,54,25.0,23,26,,29,39.0,21.0,19,3,,1,,0.0,48,809,410,11,6,88,4,8,4.758267852410526,6.432933391308124,3.386632180358145
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,AcidHouseKeeperService.java,False,7,0,7,0,1,,,,2.0,0.0,1.0,6,6.0,2.0,6,0.0,1.0,3.0,2,,82,6,55,28.0,19,21,,26,36.0,23.0,16,3,,1,,0.0,38,616,255,9,9,76,10,6,1.648175681479973,30.724951225789074,2.462995364089337
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,AcidInputFormat.java,False,6,0,5,1,1,,,,6.0,0.0,0.0,17,17.0,5.0,17,6.0,0.0,0.0,11,,242,16,101,57.0,25,125,,51,72.0,47.0,26,2,,1,,1.0,24,137,371,7,3,51,6,11,6.343133914699787,25.646040057847735,7.416928879120105
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,AcidOpenTxnsCounterService.java,False,6,0,6,0,1,,,,2.0,0.0,2.0,6,6.0,2.0,6,0.0,1.0,3.0,2,,75,0,53,28.0,18,23,,25,35.0,23.0,15,3,,2,,0.0,43,331,360,15,15,96,2,2,1.3797736113118906,70.36862691296321,63.32260788594138
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,AcidOutputFormat.java,False,6,0,4,3,1,,,,2.0,0.0,0.0,33,33.0,15.0,33,2.0,0.0,0.0,31,,305,33,153,64.0,58,120,,76,112.0,61.0,51,3,,1,,0.0,78,90,469,36,19,75,4,20,9.649669827228923,10.507757326150564,8.728811170884384
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,AcidStats.java,False,7,0,7,0,1,,,,1.0,0.0,0.0,4,4.0,3.0,4,0.0,0.0,0.0,4,,60,6,34,13.0,19,20,,23,28.0,12.0,19,1,,0,,0.0,59,558,339,7,0,13,9,12,9.182044223849951,63.609999453566374,42.99729483010301
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,AcidTable.java,False,6,0,4,2,1,,,,1.0,0.0,1.0,13,13.0,6.0,13,3.0,0.0,0.0,10,,129,20,64,26.0,23,45,,29,45.0,25.0,20,3,,1,,0.0,70,739,71,7,0,79,3,18,5.346566975461481,23.31771980995123,23.09338095368617
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,AcidTableSerializer.java,False,34,3,30,1,4,,,,1.0,2.0,2.0,2,0.0,0.0,2,0.0,0.0,0.0,2,,117,13,80,35.0,51,24,,56,66.0,35.0,42,4,,3,,0.0,30,705,414,48,8,31,2,7,1.3594097890422772,58.904419714900285,28.81699593028292
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,AcidUtils.java,False,13,0,10,3,2,,,,12.0,27.0,20.0,51,26.0,13.0,53,7.0,5.0,0.0,41,,812,60,559,189.0,328,194,,235,363.0,174.0,238,18,,3,,0.0,35,124,189,32,24,9,1,18,2.572009992373723,35.744800789998735,29.58779313177106
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,AcidWriteSetService.java,False,7,0,7,0,1,,,,2.0,0.0,1.0,6,6.0,2.0,6,0.0,1.0,3.0,2,,78,3,55,28.0,19,20,,26,36.0,23.0,16,3,,1,,0.0,36,577,346,38,14,77,9,4,6.690632619856664,64.70518922886146,20.98284452379685
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,AddDynamicPartitions.java,False,11,1,10,1,3,,,,6.0,3.0,11.0,59,58.0,13.0,61,1.0,2.0,0.0,58,,864,108,714,162.0,437,57,,340,502.0,146.0,385,17,,4,,0.0,8,468,381,32,8,84,3,7,1.7397749491516996,71.1146159586235,4.871385324359913
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,AddForeignKeyRequest.java,False,8,0,7,0,2,,,,6.0,3.0,5.0,39,38.0,4.0,41,1.0,2.0,0.0,38,,443,67,351,110.0,168,28,,157,241.0,102.0,153,6,,4,,0.0,8,683,480,11,3,69,1,13,2.565874028864188,31.121827653899263,16.60405828837959
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,AddIndexEvent.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,2,2.0,1.0,2,0.0,0.0,0.0,2,,36,6,13,7.0,3,17,,7,10.0,7.0,3,1,,0,,1.0,31,864,157,42,16,52,4,18,3.343870624369889,40.03466410634765,1.4735732301223576
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,AddPartitionDesc.java,False,5,0,4,1,1,,,,2.0,0.0,1.0,43,43.0,17.0,43,2.0,1.0,0.0,40,,327,51,199,83.0,82,77,,91,146.0,78.0,70,4,,2,,0.0,39,148,35,2,0,79,2,18,9.976497678692546,94.6881597550019,90.81348281976815
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,AddPartitionEvent.java,False,7,0,5,2,1,,,,1.0,0.0,0.0,5,5.0,3.0,5,0.0,0.0,0.0,5,,78,13,38,17.0,14,27,,23,30.0,17.0,13,3,,1,,0.0,71,508,281,8,5,87,8,15,2.235686220086088,39.7738568680838,2.6971943160837637
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,AddPartitionMessage.java,False,6,0,6,0,2,,,,1.0,0.0,0.0,4,4.0,0.0,4,0.0,0.0,1.0,3,,54,7,18,9.0,6,29,,9,14.0,8.0,6,3,,1,,1.0,61,257,410,16,0,2,8,16,5.706100765659036,37.66794546032379,34.626160496632956
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,AddPartitionReplicationTask.java,False,17,1,16,1,1,,,,3.0,0.0,0.0,6,6.0,1.0,6,0.0,0.0,0.0,6,,111,14,78,23.0,49,20,,30,39.0,25.0,16,2,,0,,0.0,26,364,136,43,23,74,9,16,5.706802493412105,60.45284922710342,46.19620080618808
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,AddPartitionsRequest.java,False,11,1,10,1,3,,,,6.0,3.0,12.0,59,58.0,13.0,61,1.0,2.0,0.0,58,,849,108,711,163.0,437,45,,344,504.0,148.0,385,17,,4,,0.0,6,774,168,46,23,68,8,5,1.1419645869589194,13.247873083861593,6.0189781089697725
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,AddPartitionsResult.java,False,8,0,7,0,2,,,,6.0,3.0,6.0,38,37.0,4.0,40,1.0,2.0,0.0,37,,447,65,357,111.0,174,28,,159,246.0,104.0,158,6,,4,,0.0,8,437,474,12,0,43,8,10,4.1713677269965785,94.27905502898149,8.167664165281373
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,AddPrimaryKeyRequest.java,False,8,0,7,0,2,,,,6.0,3.0,5.0,39,38.0,4.0,41,1.0,2.0,0.0,38,,443,67,351,110.0,168,28,,157,241.0,102.0,153,6,,4,,0.0,8,172,243,27,22,10,5,18,2.7715797765937236,97.32120114664268,89.69939925062985
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,AddResourceProcessor.java,False,14,1,13,0,2,,,,2.0,0.0,2.0,3,3.0,0.0,3,0.0,0.0,0.0,3,,82,10,50,24.0,25,22,,25,32.0,21.0,16,4,,1,,0.0,44,750,194,7,2,93,5,17,3.0983758791306912,69.49555645652052,3.2923457547782746
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,Address.java,False,7,0,5,2,2,,,,2.0,4.0,1.0,55,51.0,14.0,55,0.0,3.0,0.0,52,,465,54,310,79.0,164,101,,168,242.0,74.0,170,9,,1,,0.0,33,210,250,7,2,44,1,13,5.1726299669036795,83.02233201196923,10.8400832608979
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,Adjacency.java,False,10,0,9,1,3,,,,6.0,3.0,7.0,49,48.0,8.0,51,1.0,2.0,0.0,48,,664,84,541,136.0,305,48,,245,373.0,123.0,274,11,,4,,0.0,9,872,148,45,43,19,2,12,1.2258925409475894,49.47532715438235,2.2812061487042303
2.8.1,02017b04737de040b56ab40dacd120325ca6cc6f,AdjacencyType.java,False,5,0,3,1,1,,,,1.0,1.0,0.0,3,4.0,3.0,5,0.0,1.0,0.0,4,,45,7,25,11.0,9,13,,11,15.0,9.0,6,3,,1,,0.0,52,649,306,28,5,32,8,9,2.108067240483001,97.43214687567432,18.187870959474694
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,ACLConfigurationParser.java,False,11,0,11,0,3,,,,1.0,0.0,3.0,10,10.0,2.0,10,0.0,3.0,0.0,7,,167,22,125,38.0,70,20,,57,89.0,37.0,58,11,,3,,0.0,16,849,373,15,1,4,3,3,4.934302496114961,19.722565338280965,7.847985816793146
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AMReporter.java,False,12,0,11,1,2,,,,10.0,0.0,1.0,39,39.0,33.0,39,11.0,2.0,4.0,22,,604,69,475,179.0,248,60,,231,319.0,162.0,190,7,,3,,0.0,13,711,99,21,2,45,4,19,6.477686824437958,6.414455425259225,1.5714233450679487
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,ANTLRNoCaseStringStream.java,False,8,1,7,0,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,55,6,18,8.0,7,31,,8,13.0,7.0,7,3,,1,,1.0,72,209,246,6,2,74,7,14,2.3203048889359574,95.63046353334286,88.99453104191613
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,ASTBuilder.java,False,17,1,16,1,5,,,,1.0,14.0,1.0,19,4.0,1.0,18,0.0,0.0,0.0,18,,395,37,326,72.0,246,32,,150,184.0,68.0,132,66,,2,,0.0,10,959,127,7,4,35,4,5,9.062424090146697,47.37315177506439,26.620010399750193
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,ASTConverter.java,False,18,1,15,2,4,,,,8.0,2.0,2.0,41,39.0,26.0,41,12.0,9.0,3.0,17,,931,106,726,254.0,457,99,,383,559.0,263.0,369,20,,5,,0.0,14,597,403,46,26,57,5,12,8.81820569890495,40.8893442198367,28.960146414762363
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,ASTErrorNode.java,False,2,0,2,0,1,,,,1.0,0.0,1.0,5,5.0,1.0,5,0.0,0.0,0.0,5,,49,8,21,18.0,6,20,,12,18.0,13.0,5,1,,0,,0.0,95,35,188,44,39,25,10,19,7.653488756691625,13.361505850359126,4.713105916255714
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,ASTErrorUtils.java,False,7,0,7,0,1,,,,1.0,10.0,1.0,10,0.0,0.0,10,0.0,3.0,0.0,7,,106,15,72,17.0,44,19,,42,57.0,17.0,44,2,,1,,0.0,26,165,321,14,0,1,8,20,1.0728767611075645,60.72432080827354,60.06293776250109
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,ASTNode.java,False,10,1,8,1,2,,,,1.0,0.0,1.0,26,26.0,7.0,26,0.0,8.0,0.0,18,,349,52,240,75.0,133,57,,123,178.0,67.0,129,11,,4,,0.0,24,361,67,7,4,74,4,1,9.293396136121736,84.61836360842233,4.09900893159492
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,ASTNodeOrigin.java,False,7,0,4,3,1,,,,1.0,0.0,0.0,6,6.0,5.0,6,0.0,0.0,0.0,6,,95,9,31,14.0,10,55,,16,23.0,13.0,10,1,,0,,1.0,77,926,184,28,10,46,3,11,4.959994055308957,10.4206374124146,6.6802034498917955
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,ATSHook.java,False,19,1,16,2,2,,,,10.0,1.0,11.0,15,24.0,29.0,25,3.0,4.0,2.0,16,,480,47,388,148.0,255,54,,229,291.0,139.0,204,10,,3,,0.0,14,614,272,31,3,71,1,2,3.4944157666504916,21.597091280986103,6.05364522418662
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AWSSecretsManagerSecretSource.java,False,12,0,9,3,2,,,,1.0,0.0,0.0,5,5.0,2.0,5,1.0,1.0,0.0,3,,109,9,59,24.0,26,42,,27,40.0,20.0,23,5,,2,,0.0,71,52,136,29,1,58,5,10,8.262823207917357,13.794138021081817,8.928747437057448
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AWSSecretsManagerSecretSourceTest.java,False,5,0,5,1,1,,,,1.0,0.0,0.0,7,7.0,2.0,7,0.0,0.0,0.0,7,,74,11,45,25.0,13,23,,22,30.0,18.0,13,1,,0,,0.0,51,239,324,18,16,8,10,11,6.026957317492116,51.29848583607774,41.324088429274624
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbortDroneException.java,False,3,0,3,0,1,,,,1.0,0.0,1.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,29,1,10,5.0,3,18,,4,7.0,5.0,2,1,,0,,1.0,80,572,455,25,11,14,1,4,8.320398809399222,65.99843584222164,38.74108263615789
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbortTransactionsAnalyzer.java,False,6,0,6,0,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,53,5,28,20.0,6,20,,18,23.0,19.0,6,2,,1,,0.0,71,345,400,4,2,34,3,7,5.742620155869025,47.25141728995158,23.219555700851252
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbortTransactionsDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,2,2.0,1.0,2,0.0,0.0,0.0,2,,44,6,18,13.0,3,20,,10,13.0,11.0,2,1,,0,,1.0,11,983,432,46,44,58,2,12,6.13252426353832,95.61413042545428,10.355772427840405
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbortTransactionsOperation.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,38,4,14,8.0,3,20,,7,10.0,7.0,3,1,,0,,1.0,43,818,240,0,0,78,1,11,3.497419905453045,25.80814095013683,4.021712592842521
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbortTxnEvent.java,False,8,0,4,4,1,,,,1.0,0.0,0.0,2,2.0,1.0,2,0.0,0.0,0.0,2,,51,6,16,10.0,3,29,,8,11.0,8.0,3,1,,0,,1.0,81,414,194,29,10,95,10,19,7.79260573015666,79.93297854506666,19.426069110534964
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbortTxnHandler.java,False,5,0,5,0,1,,,,1.0,0.0,0.0,3,3.0,0.0,3,1.0,0.0,0.0,2,,42,5,20,11.0,6,17,,10,14.0,9.0,6,1,,0,,0.0,85,407,262,27,16,43,3,3,6.9314335832120895,85.74865603735621,33.290766514834424
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbortTxnMessage.java,False,3,0,3,0,1,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,36,5,7,4.0,1,24,,3,5.0,4.0,1,1,,0,,3.0,43,23,260,46,22,27,8,20,5.593424676582954,68.75146808254715,26.186860118672456
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbortTxnRequest.java,False,8,0,8,1,2,,,,6.0,3.0,8.0,41,40.0,7.0,43,1.0,2.0,0.0,40,,497,73,397,118.0,217,33,,186,278.0,104.0,188,8,,3,,0.0,8,901,358,46,18,91,7,19,4.3315809744098,56.91911344871083,41.89949443965372
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbortTxnsDesc.java,False,5,0,3,2,1,,,,1.0,0.0,1.0,2,2.0,1.0,2,0.0,0.0,0.0,2,,36,0,13,8.0,3,23,,7,10.0,8.0,2,1,,0,,1.0,77,126,41,48,17,22,3,7,2.0265277989157573,63.52683695990418,56.34546449105465
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbortTxnsRequest.java,False,8,0,7,0,2,,,,6.0,3.0,5.0,39,38.0,4.0,41,1.0,2.0,0.0,38,,438,67,346,110.0,164,28,,154,236.0,101.0,149,6,,4,,0.0,8,56,486,16,6,20,5,7,7.126701728607681,11.606901877394149,8.451492282198446
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbstractAddPartitionAnalyzer.java,False,19,2,16,2,4,,,,1.0,0.0,0.0,7,7.0,0.0,7,1.0,2.0,4.0,0,,135,17,94,48.0,45,27,,60,72.0,43.0,36,8,,3,,0.0,29,603,85,40,19,61,5,18,1.836691511453554,25.744258341801583,14.82926165061238
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbstractAlterDataConnectorAnalyzer.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,42,4,18,12.0,4,20,,12,15.0,12.0,4,1,,0,,1.0,11,495,232,23,8,59,5,1,1.8277707309843823,86.66596290346239,32.84321101232317
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbstractAlterDataConnectorDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,2,2.0,1.0,2,0.0,0.0,0.0,2,,43,7,16,11.0,3,20,,9,12.0,10.0,2,1,,0,,1.0,25,18,76,12,11,62,9,2,3.167631578614264,23.16825537965008,9.019357439286923
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbstractAlterDataConnectorOperation.java,False,10,1,8,1,2,,,,1.0,0.0,0.0,3,3.0,0.0,3,0.0,0.0,1.0,2,,55,8,25,15.0,9,22,,16,20.0,14.0,9,2,,1,,0.0,88,577,451,45,3,52,1,2,8.578935595947346,92.10339210912011,42.81577503207377
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbstractAlterDatabaseAnalyzer.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,42,4,18,12.0,4,20,,12,15.0,12.0,4,1,,0,,1.0,11,607,358,11,6,48,9,7,2.934562977828029,73.45167774895056,34.11672810028185
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbstractAlterDatabaseDesc.java,False,5,0,4,1,1,,,,1.0,0.0,1.0,3,3.0,2.0,3,0.0,0.0,0.0,3,,54,8,22,14.0,5,24,,13,17.0,13.0,4,1,,0,,1.0,9,633,182,11,10,3,8,9,4.419785782859717,91.6728960278794,73.01026322687996
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbstractAlterDatabaseOperation.java,False,12,2,10,1,2,,,,1.0,0.0,0.0,3,3.0,0.0,3,0.0,0.0,1.0,2,,59,9,30,15.0,13,21,,18,23.0,14.0,12,3,,1,,0.0,70,119,84,40,20,94,4,19,9.355550029599376,81.87256180807461,68.1973716624954
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbstractAlterResourcePlanStatusOperation.java,False,25,2,21,3,5,,,,1.0,0.0,0.0,3,3.0,0.0,3,0.0,1.0,1.0,1,,119,14,79,28.0,44,29,,41,56.0,26.0,35,8,,3,,0.0,37,997,322,20,4,97,6,19,1.4750907429678373,2.846398225429643,1.038304798099983
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbstractAlterTableAnalyzer.java,False,10,1,8,1,2,,,,1.0,0.0,0.0,4,4.0,0.0,4,0.0,0.0,2.0,2,,74,12,38,22.0,13,24,,21,28.0,20.0,11,3,,2,,0.0,63,550,96,50,45,23,10,12,2.3433858617918597,26.160857146849498,15.059123423551693
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbstractAlterTableArchiveAnalyzer.java,False,18,3,15,1,3,,,,1.0,0.0,0.0,4,4.0,0.0,4,0.0,0.0,3.0,1,,86,12,52,30.0,19,22,,35,42.0,28.0,18,5,,1,,0.0,42,557,92,29,26,99,4,1,3.0526195185778517,9.413726877488491,2.073794403708233
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbstractAlterTableDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,12,12.0,8.0,12,0.0,0.0,0.0,12,,110,18,72,42.0,19,20,,38,50.0,32.0,18,1,,0,,0.0,28,844,2,25,14,56,1,15,1.0847056995999773,23.46206940202527,6.979117628802302
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbstractAlterTableOperation.java,False,20,1,17,2,4,,,,1.0,1.0,0.0,10,7.0,1.0,8,0.0,4.0,2.0,2,,236,21,175,53.0,108,40,,87,119.0,52.0,79,15,,4,,0.0,23,47,283,45,32,68,5,8,5.293698199059409,65.82154398918676,30.9046838664945
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbstractAlterTablePropertiesAnalyzer.java,False,22,2,18,3,4,,,,1.0,0.0,0.0,6,6.0,0.0,6,0.0,2.0,3.0,1,,147,15,102,46.0,52,31,,52,69.0,40.0,35,7,,3,,0.0,30,891,65,42,27,68,1,1,5.638672188197004,28.695210230615135,8.323137119652376
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbstractAlterTableRenameAnalyzer.java,False,10,1,9,1,2,,,,1.0,0.0,0.0,3,3.0,0.0,3,0.0,0.0,2.0,1,,66,7,39,28.0,11,21,,28,32.0,26.0,10,3,,1,,0.0,54,813,254,29,10,96,6,19,2.781532085881943,77.85149480939238,65.70668734076179
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbstractAlterTableSetPropertiesAnalyzer.java,False,6,0,6,0,1,,,,1.0,0.0,0.0,3,3.0,0.0,3,0.0,0.0,2.0,1,,50,6,24,17.0,6,20,,14,17.0,14.0,4,1,,0,,0.0,83,618,187,25,0,59,7,20,7.019416281478857,6.08090642073474,1.8862477220742442
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbstractAlterTableUnsetPropertiesAnalyzer.java,False,11,1,10,1,3,,,,1.0,0.0,0.0,3,3.0,0.0,3,0.0,0.0,2.0,1,,61,7,33,20.0,11,21,,18,25.0,19.0,10,4,,3,,0.0,64,464,419,28,21,92,3,20,8.84810862177234,30.78974668600543,4.47222309173118
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbstractAlterTableWithConstraintsDesc.java,False,5,0,5,0,1,,,,1.0,0.0,1.0,2,2.0,1.0,2,0.0,0.0,0.0,2,,47,7,19,13.0,4,21,,11,14.0,11.0,3,1,,0,,1.0,11,7,38,7,6,35,9,7,7.888952985483787,48.0160857233109,26.363897827736274
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbstractBaseAlterTableAnalyzer.java,False,19,1,16,2,5,,,,1.0,0.0,0.0,6,6.0,1.0,6,0.0,1.0,3.0,2,,168,17,117,37.0,65,34,,50,77.0,35.0,49,12,,3,,0.0,29,531,332,50,4,29,8,3,6.3632926344482925,94.41525616560088,60.13142397980539
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbstractBucketJoinProc.java,False,39,3,32,3,7,,,,1.0,2.0,0.0,12,10.0,1.0,12,0.0,4.0,3.0,5,,521,52,401,157.0,239,69,,197,287.0,139.0,208,27,,6,,0.0,17,413,223,11,4,27,4,13,5.2588462255665105,65.13660039311115,53.178599591821786
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbstractCliConfig.java,False,7,0,6,0,2,,,,6.0,0.0,2.0,39,41.0,19.0,41,0.0,3.0,13.0,25,,409,61,320,111.0,153,28,,139,225.0,109.0,135,8,,4,,0.0,9,722,124,19,17,32,4,13,1.6230191299161127,31.072920779389264,8.761294775167297
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbstractCommandHandler.java,False,7,0,7,0,2,,,,1.0,0.0,0.0,8,8.0,6.0,8,0.0,0.0,0.0,8,,110,18,67,30.0,26,25,,31,46.0,24.0,24,5,,2,,0.0,37,943,114,34,22,14,9,15,4.513694137960501,86.07858976787857,45.74999298302325
3.0.0,ce61711a5fa54ab34fc74d86d521ecaeea6b072a,AbstractConstraintEventHandler.java,False,6,0,6,0,1,,,,1.0,0.0,0.0,2,2.0,0.0,2,2.0,0.0,0.0,0,,36,3,16,6.0,7,17,,5,8.0,6.0,2,1,,0,,1.0,6,955,25,38,31,31,8,9,2.2389789662292623,2.544872739835967,1.1455822314912862
